city,sector,orders_per_week,avg_weight_kg,business_model,pct_ultra_urgent,pct_same_day,pct_next_day,peak_hours,avg_distance_km,current_provider,curr_time_hr,curr_cost_aed,fail_rate_band,tracking_sat,delay_churn,eta_importance,fuel_pain,prem_fast_pct,top_pain,stops_per_route,traffic_level,dispatch_day,vehicle_type,fuel_price,cost_threshold_aedkm,time_value_aed,wage_share_pct,maint_cost_aedkm,fuel_strategy,overall_csat,renew_intent,nps,switch_past,repeat_speed_impact,trust_ai,ai_dashboard_influence,choose_speed_equalcost,ai_worry,ai_cost_saving_est,growth_pct_nextyr,expand_timeline,launch_zone_pref,season_peaks,beta_opt_in,api_integration,returns_pct,co2_importance,analytics_usage,contract_term_pref
Sharjah,E-commerce,14.0,3.57,B2B,34.3,35.6,30.1,"3-6 PM,6-9 PM,6-9 AM",23.4,Fetchr,21.3,34.11,>10 %,5.0,4.0,3.0,3.0,7.5,Cost overruns,8.0,Moderate,Weekdays,Van,3.16,3.85,13.57,33.0,0.81,Absorb cost,4.0,3.0,7.0,No,4.0,4.0,4.0,4.0,Tech failures,2.4,22.8,12 mo+,Sharjah industrial,"DSF,Back-to-School",Yes,Yes,38.5,4.0,5.0,1 year
Dubai,Grocery/Retail,11.0,4.11,B2B,3.5,66.4,30.1,"3-6 PM,6-9 AM",9.6,Competitor A,10.4,28.95,5-10 %,3.0,5.0,4.0,4.0,14.7,Delay,3.0,Heavy,Weekdays,Truck,3.01,3.7,5.36,41.6,0.84,Raise delivery fee,4.0,5.0,4.0,No,5.0,4.0,3.0,3.0,None,21.9,20.3,6 mo,Abu Dhabi suburbs,"DSF,Year-end,Back-to-School",Yes,Yes,28.3,4.0,4.0,1 year
Dubai,Other,22.0,2.97,Both,8.9,36.2,54.9,"6-9 PM,9 AM-12,12-3 PM",19.0,Competitor B,19.2,39.6,5-10 %,2.0,4.0,5.0,3.0,14.3,Delay,7.0,Moderate,Equally both,Van,3.01,3.95,28.06,23.3,0.52,Reduce service area,1.0,3.0,1.0,No,3.0,4.0,4.0,3.0,Data privacy,4.5,18.6,3 mo,Dubai core,Back-to-School,Yes,No,2.3,4.0,3.0,2+ years
Dubai,E-commerce,19.0,4.19,B2C,1.3,77.2,21.5,"6-9 AM,3-6 PM",23.1,Competitor A,66.6,10.9,5-10 %,3.0,4.0,4.0,4.0,14.0,Damaged goods,8.0,Moderate,Equally both,Mix,2.92,5.04,14.33,49.6,0.45,Raise delivery fee,2.0,2.0,4.0,Yes,4.0,5.0,5.0,5.0,Data privacy,7.2,16.6,No plans,Dubai core,"DSF,Eid",No,No,7.6,3.0,4.0,2+ years
Dubai,Food-delivery,24.0,2.14,B2C,36.0,35.7,28.3,"6-9 PM,9 AM-12,12-3 PM",16.5,Fetchr,10.2,29.6,3-5 %,4.0,3.0,3.0,3.0,8.6,Cost overruns,4.0,Moderate,Weekdays,Mix,3.03,3.83,8.69,32.5,0.7,Raise delivery fee,5.0,5.0,7.0,No,4.0,4.0,3.0,3.0,None,12.5,24.0,6 mo,Dubai core,,No,Yes,15.4,4.0,5.0,2+ years
Abu Dhabi,Grocery/Retail,11.0,10.89,B2C,22.2,53.7,24.1,3-6 PM,16.0,Competitor A,9.9,42.63,3-5 %,1.0,5.0,5.0,3.0,7.7,Cost overruns,5.0,Moderate,Weekdays,Van,3.17,4.18,5.06,20.1,0.69,Raise delivery fee,4.0,2.0,10.0,Yes,3.0,3.0,5.0,2.0,Tech failures,13.2,29.4,12 mo+,Abu Dhabi suburbs,,Yes,Yes,3.1,5.0,3.0,6 months
Sharjah,E-commerce,33.0,0.79,B2B,10.1,74.6,15.4,"3-6 PM,9 AM-12,12-3 PM",28.4,Aramex,13.8,33.78,1-3 %,5.0,15.494084894575941,5.0,4.0,15.3,Billing errors,4.0,Moderate,Equally both,Van,3.1,4.42,9.11,36.3,0.71,Raise delivery fee,4.0,2.0,10.0,Yes,4.0,1.0,5.0,4.0,None,3.5,28.5,6 mo,Dubai core,Ramadan,No,Yes,7.1,3.0,5.0,Month-to-month
Abu Dhabi,Other,7.0,4.68,B2B,14.6,35.2,50.2,"3-6 PM,6-9 AM",7.6,Aramex,5.8,14.84,<1 %,1.0,2.0,3.0,5.0,20.1,Poor support,6.0,Moderate,Weekends,Bike,2.67,4.99,2.77,45.7,0.88,Absorb cost,5.0,4.0,1.0,No,5.0,4.0,5.0,4.0,None,16.0,14.4,No plans,Dubai core,Back-to-School,No,Yes,14.6,4.0,3.0,1 year
Abu Dhabi,Grocery/Retail,14.0,4.02,B2C,15.5,63.7,20.8,"3-6 PM,6-9 AM,9 AM-12",52.0,Fetchr,9.9,21.58,<1 %,4.0,3.0,4.0,3.0,10.7,Delay,4.0,Moderate,Weekdays,Mix,2.96,3.79,11.89,39.0,0.62,Absorb cost,4.0,5.0,1.0,Yes,5.0,5.0,4.0,5.0,Tech failures,9.3,10.7,3 mo,Northern Emirates,"DSF,Year-end,Back-to-School",Yes,Yes,11.7,4.0,4.0,Month-to-month
Dubai,Food-delivery,49.0,4.15,B2B,16.9,65.4,17.7,6-9 AM,66.6,Aramex,17.7,40.14,<1 %,2.0,3.0,5.497327124186752,3.0,17.4,Damaged goods,7.0,Light,Weekdays,Van,3.19,2.57,8.45,47.2,0.74,Raise delivery fee,3.0,4.0,6.0,No,3.0,3.0,4.0,4.0,Data privacy,22.9,16.6,3 mo,Sharjah industrial,Back-to-School,No,No,58.6,5.0,3.0,Month-to-month
Dubai,Food-delivery,8.0,1.63,B2B,20.6,44.5,34.9,"3-6 PM,12-3 PM,6-9 PM",20.0,Fetchr,10.1,26.5,5-10 %,2.0,5.0,3.0,3.0,9.4,Delay,7.0,Heavy,Weekdays,Truck,3.15,3.35,3.25,42.5,0.89,Raise delivery fee,4.0,5.0,0.0,Yes,3.0,2.0,5.0,5.0,Tech failures,9.2,14.2,No plans,Dubai core,Back-to-School,No,No,22.3,4.0,2.0,Month-to-month
Sharjah,E-commerce,46.0,1.21,B2C,28.6,24.9,46.5,"6-9 AM,6-9 PM",33.8,Fetchr,11.8,145.1,1-3 %,2.0,4.0,5.0,3.0,14.9,Poor support,4.0,Moderate,Weekdays,Van,3.14,3.87,12.76,25.0,0.86,Reduce service area,5.0,2.0,3.0,Yes,4.0,4.0,4.0,5.0,Data privacy,10.7,12.2,No plans,Dubai core,,Yes,Yes,10.0,4.0,4.0,1 year
Dubai,E-commerce,6.0,4.78,Both,19.7,75.3,4.9,"3-6 PM,12-3 PM",40.4,Other,5.0,50.94,3-5 %,1.0,5.0,5.0,4.0,22.1,Delay,56.459093925053004,Light,Weekdays,Van,3.0,4.46,8.7,32.0,0.69,Raise delivery fee,3.0,5.0,7.0,No,4.0,3.0,2.0,4.0,None,2.8,19.1,6 mo,Dubai core,,No,No,29.4,5.0,3.0,2+ years
Dubai,Pharma & Med-supplies,5.0,7.42,B2B,27.9,37.6,34.5,12-3 PM,53.2,Other,17.9,26.27,1-3 %,5.0,4.0,5.0,3.0,3.4,Damaged goods,4.0,Moderate,Weekdays,Van,3.12,4.23,13.95,27.4,0.85,Switch provider,4.0,5.0,7.0,No,5.0,2.0,4.0,3.0,None,2.7,16.9,6 mo,Abu Dhabi suburbs,Back-to-School,No,No,27.9,3.0,3.0,Month-to-month
RAK,Grocery/Retail,6.0,3.79,B2C,15.0,66.1,18.9,9 AM-12,24.4,Aramex,24.7,20.36,<1 %,1.0,5.0,5.0,2.0,14.0,Cost overruns,5.0,Moderate,Weekdays,Van,2.77,3.9,4.96,33.5,0.76,Switch provider,5.0,4.0,3.0,No,4.0,4.0,4.0,5.0,Data privacy,14.1,21.7,No plans,Abu Dhabi suburbs,"Year-end,Eid,DSF",Yes,Yes,15.3,3.0,5.0,2+ years
Fujairah,E-commerce,22.0,5.38,B2C,25.1,39.4,35.5,"9 AM-12,6-9 PM",47.9,Competitor A,4.3,13.06,1-3 %,3.0,5.0,5.0,4.0,6.4,Cost overruns,3.0,Light,Weekdays,Van,3.03,4.45,10.64,41.4,0.59,Raise delivery fee,4.0,4.0,8.0,No,5.0,5.0,4.0,4.0,Tech failures,6.4,25.3,6 mo,Dubai core,Back-to-School,Yes,Yes,21.1,5.0,4.0,2+ years
Abu Dhabi,Pharma & Med-supplies,36.0,2.52,Both,6.9,59.3,33.9,6-9 AM,39.3,Fetchr,15.6,203.0028540881309,<1 %,3.0,5.0,4.0,1.0,5.4,Delay,4.0,Light,Weekdays,Bike,3.41,4.5,25.79,48.5,1.04,Raise delivery fee,3.0,5.0,10.0,No,3.0,4.0,4.0,5.0,Tech failures,3.2,19.6,No plans,Sharjah industrial,Ramadan,Yes,Yes,38.0,3.0,4.0,Month-to-month
Dubai,Food-delivery,56.0,4.05,B2B,37.6,50.1,12.2,"6-9 AM,3-6 PM",16.3,Aramex,20.0,51.07,1-3 %,4.0,5.0,2.0,1.0,3.5,Delay,4.0,Heavy,Weekends,Mix,3.12,5.17,41.97,31.0,0.91,Reduce service area,5.0,5.0,5.0,No,4.0,3.0,4.0,5.0,Driver adoption,11.7,27.3,No plans,Northern Emirates,None,Yes,Yes,29.6,4.0,21.42205084572089,2+ years
Sharjah,E-commerce,53.0,6.93,Both,10.3,39.2,50.5,12-3 PM,13.0,Fetchr,13.1,59.88,1-3 %,1.0,3.0,4.0,2.0,7.3,Poor support,4.0,Heavy,Weekdays,N/A,3.06,4.6,9.48,26.0,0.63,Absorb cost,3.0,5.0,6.0,No,2.0,4.0,4.0,5.0,Tech failures,21.0,19.8,6 mo,Dubai core,"Back-to-School,Year-end,Ramadan",Yes,No,16.0,4.0,5.0,1 year
Dubai,Manufacturing,40.0,2.75,Both,46.3,29.9,23.7,"3-6 PM,6-9 PM",11.6,Other,14.3,36.97,1-3 %,4.0,4.0,5.0,3.0,9.9,Damaged goods,7.0,Moderate,Weekdays,Mix,2.86,3.91,15.26,48.4,0.55,Absorb cost,3.0,4.0,9.0,No,5.0,3.0,1.0,5.0,None,8.7,18.1,3 mo,Northern Emirates,Eid,Yes,No,11.6,3.0,4.0,6 months
Dubai,Grocery/Retail,10.0,6.76,B2B,6.9,28.4,64.6,6-9 AM,8.7,Competitor B,24.5,9.49,1-3 %,4.0,5.0,5.0,5.0,18.1,Delay,5.0,Light,Weekdays,Van,3.16,2.71,9.12,23.5,0.65,Raise delivery fee,2.0,4.0,10.0,Yes,5.0,4.0,4.0,4.0,Data privacy,5.2,18.9,No plans,Sharjah industrial,"Back-to-School,Eid",No,Yes,40.6,1.0,4.0,6 months
Dubai,E-commerce,10.0,8.758628998426296,B2B,3.0,59.2,37.8,"6-9 AM,3-6 PM",19.4,In-house,30.6,36.64,3-5 %,3.0,2.0,5.0,3.0,7.9,Delay,1.0,Moderate,Weekdays,Mix,3.26,3.99,8.52,60.4,0.78,Absorb cost,3.0,4.0,6.0,No,3.0,5.0,4.0,5.0,Data privacy,13.0,11.0,3 mo,Dubai core,Back-to-School,Yes,Yes,9.9,3.0,3.0,6 months
RAK,E-commerce,37.0,16.115877357104385,B2C,14.4,48.6,37.0,6-9 PM,27.7,Competitor A,13.9,62.83,1-3 %,3.0,4.0,3.0,1.0,1.5,Delay,5.0,Heavy,Weekdays,Bike,3.16,3.38,10.53,29.9,0.63,Raise delivery fee,4.0,1.0,10.0,No,4.0,3.0,3.0,5.0,Data privacy,7.5,23.8,12 mo+,Northern Emirates,Back-to-School,Yes,No,26.3,2.0,4.0,6 months
RAK,E-commerce,62.0,4.61,B2B,20.5,56.1,23.3,"9 AM-12,6-9 AM",14.4,Fetchr,6.8,20.71,5-10 %,4.0,4.0,5.0,1.0,7.9,Poor support,3.0,Moderate,Equally both,N/A,3.37,3.53,40.48,27.4,0.8,Raise delivery fee,1.0,4.0,8.0,No,1.0,4.0,4.0,4.0,Tech failures,9.8,30.3,No plans,Dubai core,,No,Yes,39.8,49.465471099608386,4.0,6 months
Abu Dhabi,Electronics,8.0,10.4,B2B,2.4,48.2,49.4,"3-6 PM,6-9 PM,6-9 AM",15.9,Competitor B,10.7,20.37,1-3 %,5.0,4.0,5.0,3.0,15.1,Poor support,3.0,Heavy,Weekdays,Van,3.05,4.37,6.94,27.7,0.89,Switch provider,3.0,1.0,8.0,No,3.0,2.0,4.0,3.0,Driver adoption,9.4,15.3,12 mo+,Northern Emirates,"Year-end,Eid,DSF",Yes,Yes,35.0,3.0,5.0,1 year
Dubai,E-commerce,56.0,3.35,Both,13.6,33.9,52.5,3-6 PM,11.4,Fetchr,13.2,44.2,3-5 %,1.0,4.0,5.0,2.0,5.4,Cost overruns,5.0,Moderate,Weekdays,Truck,2.92,5.71,14.57,21.0,0.87,Switch provider,1.0,4.0,2.0,No,3.0,4.0,4.0,4.0,Data privacy,5.2,32.5,No plans,Dubai core,Eid,No,Yes,13.9,5.0,2.0,Month-to-month
Abu Dhabi,Food-delivery,4.0,1.79,B2C,7.9,43.8,48.3,"9 AM-12,3-6 PM",44.6,Fetchr,6.6,45.64,5-10 %,3.0,5.0,5.0,4.0,13.2,Delay,6.0,Moderate,Weekdays,Mix,3.09,3.61,17.44,25.7,1.14,Absorb cost,5.0,4.0,1.0,Yes,5.0,3.0,2.0,3.0,Data privacy,8.8,20.4,3 mo,Dubai core,"Eid,Ramadan",No,No,55.4,1.0,5.0,1 year
Dubai,Food-delivery,27.0,10.26,B2C,16.1,66.8,17.1,"3-6 PM,6-9 PM",28.6,Other,16.7,28.84,1-3 %,4.0,4.0,4.0,4.0,16.9,Damaged goods,4.0,Moderate,Weekdays,Bike,2.98,2.5,10.56,28.5,0.89,Raise delivery fee,3.0,5.0,1.0,Yes,2.0,4.0,2.0,4.0,Driver adoption,5.9,24.9,No plans,Sharjah industrial,Ramadan,No,Yes,17.2,4.0,3.0,1 year
Ajman,E-commerce,18.0,3.08,B2C,28.6,41.1,30.3,"6-9 PM,9 AM-12,3-6 PM",34.7,In-house,7.8,67.47,3-5 %,4.0,5.0,2.0,2.0,5.0,Poor support,3.0,Moderate,Weekdays,Van,3.05,4.08,14.46,36.3,0.89,Reduce service area,3.0,3.0,9.0,Yes,4.0,4.0,4.0,3.0,Tech failures,9.2,25.2,6 mo,Dubai core,"DSF,Ramadan",Yes,No,24.6,4.0,5.0,6 months
Dubai,Food-delivery,17.0,4.95,B2C,12.8,59.4,27.8,3-6 PM,19.2,Aramex,30.9,25.08,1-3 %,4.0,5.0,4.0,4.0,15.8,Poor support,4.0,Moderate,Weekdays,Bike,3.1,2.55,23.17,24.0,0.78,Raise delivery fee,4.0,3.0,4.0,No,4.0,4.0,4.0,4.0,None,4.7,18.6,3 mo,Abu Dhabi suburbs,None,No,Yes,26.7,3.0,4.0,6 months
Dubai,Other,20.0,2.72,Both,15.6,59.7,24.7,"3-6 PM,6-9 AM",19.5,Competitor A,6.3,65.49,1-3 %,1.0,4.0,21.989308496747007,1.0,3.5,Delay,2.0,Moderate,Weekdays,Mix,3.19,4.16,19.31,37.6,0.52,Raise delivery fee,4.0,4.0,0.0,No,1.0,5.0,2.0,4.0,Tech failures,24.1,28.9,No plans,Dubai core,DSF,Yes,No,17.9,3.0,2.0,1 year
Sharjah,E-commerce,10.0,3.62,Both,16.3,42.5,41.2,"9 AM-12,6-9 PM,6-9 AM",24.8,Competitor A,42.0,28.05,5-10 %,1.0,2.0,3.0,3.0,2.7,Delay,6.0,Moderate,Weekends,Bike,3.07,5.43,15.55,28.7,0.74,Raise delivery fee,4.0,4.0,4.0,No,22.099446583970195,4.0,3.0,4.0,Driver adoption,11.6,30.3,3 mo,Sharjah industrial,"Year-end,Eid",No,No,43.1,3.0,5.0,1 year
Abu Dhabi,Other,28.0,2.37,Both,19.7,46.1,34.2,9 AM-12,9.3,Competitor B,6.9,23.91,1-3 %,5.0,4.0,5.0,4.0,18.8,Cost overruns,5.0,Heavy,Weekdays,Mix,2.8,3.2,10.09,27.1,0.89,Raise delivery fee,5.0,4.0,6.0,No,5.0,5.0,4.0,5.0,None,8.5,-1.4,12 mo+,Dubai core,"Year-end,Ramadan",No,Yes,5.7,1.0,3.0,Month-to-month
Sharjah,E-commerce,21.0,12.87,B2C,10.4,68.6,21.0,3-6 PM,24.7,Aramex,4.5,20.36,1-3 %,1.0,4.0,5.0,3.0,14.2,Damaged goods,4.0,Moderate,Weekdays,Van,27.931668294671322,3.89,17.37,29.6,0.77,Reduce service area,5.0,4.0,0.0,No,4.0,4.0,3.0,4.0,Data privacy,8.4,18.9,No plans,Abu Dhabi suburbs,"Eid,DSF",No,Yes,35.7,5.0,4.0,1 year
Dubai,Electronics,42.0,6.79,Both,12.8,43.8,43.4,"6-9 AM,3-6 PM",19.9,Fetchr,22.3,68.07,3-5 %,1.0,5.0,4.0,2.0,11.7,Billing errors,5.0,Moderate,Weekends,Van,2.78,4.13,8.44,33.6,0.5,Raise delivery fee,3.0,5.0,7.0,No,3.0,3.0,5.0,4.0,Tech failures,2.6,33.4,3 mo,Abu Dhabi suburbs,"Eid,Ramadan",No,No,17.7,3.0,3.0,1 year
Sharjah,E-commerce,71.0,9.59,Both,31.9,56.3,11.8,"12-3 PM,3-6 PM,6-9 AM",9.3,Aramex,7.7,42.99,3-5 %,5.0,5.0,4.0,1.0,20.0,Cost overruns,1.0,Heavy,Weekdays,Van,2.87,4.63,10.97,30.9,0.65,Reduce service area,5.0,4.0,1.0,Yes,5.0,5.0,5.0,4.0,Tech failures,10.1,20.8,3 mo,Dubai core,"Ramadan,Back-to-School",No,Yes,4.8,3.0,4.0,Month-to-month
Dubai,Food-delivery,22.0,2.07,B2C,7.9,36.1,56.0,"6-9 PM,9 AM-12,3-6 PM",16.9,Competitor B,14.6,60.0,5-10 %,5.0,4.0,4.0,4.0,7.4,Poor support,4.0,Moderate,Weekdays,Truck,3.01,4.14,27.39,32.5,0.3,Switch provider,2.0,5.0,2.0,No,3.0,4.0,3.0,5.0,None,6.2,14.7,12 mo+,Dubai core,"Eid,Ramadan,Back-to-School",No,Yes,57.6,1.0,1.0,Month-to-month
Dubai,Food-delivery,10.0,1.11,B2B,32.7,46.1,21.2,12-3 PM,18.2,In-house,13.4,68.2,1-3 %,5.0,4.0,4.0,2.0,2.6,Poor support,5.0,Moderate,Weekdays,Bike,3.18,3.01,12.45,40.8,1.07,Raise delivery fee,5.0,2.0,0.0,No,3.0,3.0,4.0,5.0,None,14.8,14.3,6 mo,Abu Dhabi suburbs,,No,Yes,24.4,4.0,3.0,2+ years
Abu Dhabi,Other,8.0,2.78,B2C,23.7,53.3,23.0,"9 AM-12,6-9 AM,12-3 PM",14.2,Competitor A,6.6,13.0,>10 %,2.0,4.0,4.0,3.0,6.0,Damaged goods,4.0,Heavy,Weekdays,Van,3.04,4.38,8.54,19.6,1.31,Raise delivery fee,3.0,2.0,1.0,No,4.0,5.0,2.0,5.0,Data privacy,8.8,23.4,6 mo,Dubai core,Eid,Yes,Yes,77.3,4.0,2.0,6 months
Dubai,Other,78.0,15.03,B2C,10.2,41.3,48.4,"3-6 PM,9 AM-12,6-9 AM",63.2,Competitor A,3.6,17.37,1-3 %,5.0,4.0,4.0,3.0,3.0,Delay,6.0,Heavy,Weekdays,Mix,3.14,5.04,11.01,28.5,1.16,Raise delivery fee,4.0,5.0,4.0,Yes,3.0,5.0,3.0,4.0,Tech failures,13.5,28.2,No plans,Dubai core,,Yes,Yes,14.1,4.0,5.0,6 months
Abu Dhabi,E-commerce,70.0,2.74,B2B,22.2,45.1,32.7,3-6 PM,51.1,Fetchr,10.0,21.18,<1 %,5.0,4.0,5.0,2.0,7.7,Delay,6.0,Moderate,Weekdays,Van,2.88,4.34,9.18,29.6,1.14,Switch provider,5.0,1.0,0.0,No,5.0,5.0,5.0,5.0,Data privacy,14.5,18.7,12 mo+,Dubai core,"DSF,Ramadan,Year-end",No,No,11.4,5.0,5.0,6 months
Dubai,Electronics,40.0,6.24,B2B,21.6,64.3,14.1,12-3 PM,21.2,Competitor A,16.5,17.46,3-5 %,1.0,4.0,4.0,3.0,20.3,Delay,4.0,Heavy,Weekdays,Mix,2.98,5.72,10.36,36.1,0.9,Reduce service area,5.0,2.0,1.0,No,4.0,4.0,4.0,4.0,None,2.4,16.5,12 mo+,Dubai core,,No,Yes,0.6,4.0,4.0,Month-to-month
Dubai,E-commerce,21.0,1.8,B2B,5.8,52.6,41.6,3-6 PM,31.6,Competitor A,10.1,107.73184837036982,3-5 %,3.0,4.0,5.0,5.0,10.8,Poor support,2.0,Heavy,Weekdays,Van,3.23,4.84,11.7,25.0,0.83,Absorb cost,4.0,3.0,1.0,No,3.0,5.0,5.0,5.0,Data privacy,11.0,22.2,6 mo,Northern Emirates,"Eid,DSF",Yes,No,10.3,1.0,5.0,1 year
Sharjah,E-commerce,38.0,2.02,B2B,20.0,37.6,42.5,"3-6 PM,6-9 PM,12-3 PM",19.5,Competitor B,11.6,32.33,1-3 %,2.0,3.0,5.0,1.0,3.9,Cost overruns,4.0,Moderate,Weekdays,Bike,2.89,4.62,16.6,43.4,1.03,Absorb cost,5.0,4.0,1.0,No,5.0,5.0,4.0,5.0,Data privacy,10.0,17.3,No plans,Abu Dhabi suburbs,,No,Yes,10.1,4.0,5.0,Month-to-month
Dubai,E-commerce,57.0,3.16,B2C,25.4,48.4,26.2,"6-9 AM,9 AM-12,6-9 PM",23.6,Aramex,16.3,11.45,3-5 %,2.0,5.0,5.0,5.0,7.6,Cost overruns,3.0,Moderate,Weekdays,Van,2.97,5.15,4.89,25.4,0.84,Reduce service area,4.0,5.0,2.0,Yes,4.0,5.0,4.0,3.0,Data privacy,5.4,22.7,6 mo,Dubai core,Year-end,No,No,27.6,5.0,4.0,1 year
Abu Dhabi,Other,12.0,11.77,B2C,7.5,64.8,27.7,3-6 PM,40.9,Competitor A,5.1,28.0,1-3 %,3.0,5.0,4.0,4.0,6.0,Billing errors,3.0,Moderate,Equally both,Van,2.96,5.63,8.36,18.4,0.92,Switch provider,4.0,4.0,7.0,Yes,5.0,2.0,3.0,4.0,Data privacy,14.0,19.4,12 mo+,Abu Dhabi suburbs,Ramadan,Yes,No,16.1,4.0,4.0,Month-to-month
Sharjah,Electronics,20.0,6.42,B2C,6.0,86.2,7.8,6-9 PM,12.1,Competitor A,9.4,54.04,1-3 %,3.0,4.0,3.0,1.0,2.0,Poor support,4.0,Moderate,Weekdays,N/A,3.26,4.47,14.9,19.1,1.17,Absorb cost,4.0,5.0,5.0,No,5.0,5.0,5.0,4.0,None,13.4,28.9,12 mo+,Dubai core,"Eid,Year-end,Ramadan",Yes,No,51.3,5.0,5.0,Month-to-month
Dubai,E-commerce,8.0,0.97,B2C,1.2,82.4,16.4,"6-9 PM,6-9 AM",17.7,In-house,24.0,65.33,>10 %,3.0,3.0,3.0,2.0,13.4,Cost overruns,3.0,Light,Weekdays,Van,3.07,2.62,17.37,19.6,0.81,Switch provider,5.0,1.0,5.0,No,5.0,3.0,4.0,4.0,Tech failures,6.9,13.4,No plans,Dubai core,,Yes,Yes,7.5,2.0,4.0,Month-to-month
Sharjah,Other,18.0,4.95,B2C,4.7,83.7,11.7,"12-3 PM,3-6 PM",25.6,Other,9.2,66.34,3-5 %,5.0,4.0,3.0,4.0,10.6,Cost overruns,7.0,Moderate,Weekdays,Truck,3.07,4.58,1.42,40.8,1.02,Absorb cost,4.0,2.0,6.0,Yes,4.0,4.0,3.0,4.0,Tech failures,7.2,11.3,12 mo+,Dubai core,Eid,Yes,Yes,12.6,4.0,4.0,1 year
Dubai,Food-delivery,69.0,1.67,Both,36.3,51.9,11.8,"6-9 AM,9 AM-12,12-3 PM",11.8,Competitor A,13.2,21.01,1-3 %,1.0,4.0,4.0,2.0,6.6,Delay,2.0,Moderate,Weekdays,Van,3.06,4.14,17.8,41.0,0.68,Raise delivery fee,4.0,2.0,10.0,No,5.0,5.0,5.0,5.0,Tech failures,9.9,15.7,6 mo,Dubai core,"Ramadan,Back-to-School",No,Yes,13.9,5.0,4.0,2+ years
Dubai,Pharma & Med-supplies,47.0,2.21,B2C,1.9,72.4,25.7,"6-9 AM,9 AM-12,6-9 PM",30.8,Competitor B,9.1,8.79,3-5 %,4.0,5.0,4.0,4.0,14.9,Cost overruns,8.0,Light,Weekdays,Mix,2.94,3.83,2.88,39.4,0.56,Absorb cost,4.0,2.0,10.0,No,5.0,4.0,5.0,4.0,Driver adoption,10.7,10.5,No plans,Abu Dhabi suburbs,"Back-to-School,Year-end,DSF",No,Yes,3.5,5.0,2.0,1 year
Dubai,Grocery/Retail,22.0,4.51,B2C,12.7,59.0,28.3,"3-6 PM,9 AM-12",55.0,Fetchr,10.4,25.95,3-5 %,3.0,4.0,4.0,5.0,10.1,Delay,5.0,Moderate,Weekdays,Mix,3.05,5.54,10.21,31.1,0.8,Switch provider,4.0,4.0,5.0,No,5.0,5.0,5.0,3.0,Driver adoption,9.6,31.4,No plans,Dubai core,Ramadan,Yes,Yes,14.7,4.0,3.0,6 months
Sharjah,Manufacturing,2.0,7.68,Both,46.0,26.7,27.3,"12-3 PM,6-9 AM",40.8,Competitor B,12.2,11.44,3-5 %,5.0,4.0,2.0,4.0,5.1,Delay,8.0,Moderate,Weekdays,Mix,2.79,4.6,13.83,25.3,0.53,Raise delivery fee,5.0,4.0,4.0,No,5.0,1.0,2.0,5.0,Driver adoption,5.4,22.9,6 mo,Northern Emirates,"Ramadan,Back-to-School",No,Yes,1.4,4.0,5.0,Month-to-month
Abu Dhabi,Electronics,11.0,7.46,B2B,58.2,23.0,18.8,6-9 AM,41.7,Aramex,6.3,23.33,1-3 %,1.0,3.0,3.0,4.0,16.6,Cost overruns,6.0,Heavy,Weekdays,Van,3.19,3.74,20.14,29.7,0.74,Reduce service area,3.0,3.0,0.0,No,4.0,4.0,4.0,5.0,Driver adoption,10.7,15.1,12 mo+,Northern Emirates,"DSF,Year-end,Back-to-School",Yes,No,48.9,1.0,3.0,Month-to-month
Abu Dhabi,Grocery/Retail,21.0,4.05,B2C,20.8,16.9,62.3,12-3 PM,14.2,Aramex,26.0,41.37,3-5 %,3.0,4.0,4.0,1.0,5.7,Delay,8.0,Light,Weekends,Van,3.11,4.87,16.62,25.1,0.62,Raise delivery fee,4.0,5.0,4.0,No,5.0,4.0,3.0,4.0,Tech failures,3.4,32.3,No plans,Dubai core,"Ramadan,DSF",No,No,14.9,5.0,5.0,Month-to-month
Fujairah,Grocery/Retail,16.0,4.09,Both,44.2,32.2,23.6,9 AM-12,24.0,Competitor A,17.8,16.89,3-5 %,2.0,2.0,3.0,4.0,15.4,Billing errors,6.0,Moderate,Weekdays,N/A,3.13,5.0,9.84,26.9,0.8,Raise delivery fee,5.0,4.0,5.0,No,4.0,5.0,4.0,4.0,Data privacy,4.2,19.1,12 mo+,Abu Dhabi suburbs,"Ramadan,DSF,Eid",Yes,No,43.5,5.0,4.0,1 year
Dubai,E-commerce,20.0,7.45,B2B,12.7,59.7,27.6,"6-9 AM,6-9 PM",50.5,Fetchr,23.5,66.44,<1 %,1.0,5.0,5.0,3.0,5.3,Cost overruns,5.0,Moderate,Weekdays,Truck,3.05,2.76,5.94,24.6,1.04,Raise delivery fee,4.0,3.0,6.0,No,4.0,5.0,3.0,4.0,Data privacy,17.8,20.8,3 mo,Abu Dhabi suburbs,"Year-end,Back-to-School,Eid",No,No,15.6,5.0,1.0,2+ years
Ajman,Grocery/Retail,24.0,1.29,B2B,36.5,32.7,30.8,"3-6 PM,6-9 AM,6-9 PM",11.6,Aramex,11.3,117.54,1-3 %,4.0,3.0,5.0,4.0,19.6,Billing errors,3.0,Moderate,Weekdays,Bike,3.11,2.55,7.85,32.7,0.91,Switch provider,2.0,4.0,2.0,Yes,3.0,2.0,4.0,5.0,Tech failures,4.8,9.3,12 mo+,Abu Dhabi suburbs,,Yes,Yes,45.7,5.0,4.0,Month-to-month
